latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.625,73.125,583.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm),showers (mm),surface_pressure (hPa),visibility (m),cloud_cover_high (%),cloud_cover_mid (%),cloud_cover_low (%)
2025-05-14T17:00,27.8,30,8.6,26.3,0,0.00,0.00,0.00,940.8,24140.00,0,0,0
2025-05-14T18:00,27.1,29,7.5,25.2,0,0.00,0.00,0.00,940.5,24140.00,0,0,0
2025-05-14T19:00,26.5,29,7.0,24.6,0,0.00,0.00,0.00,940.2,24140.00,0,0,0
2025-05-14T20:00,26.1,30,7.2,24.2,0,0.00,0.00,0.00,939.9,24140.00,0,0,0
2025-05-14T21:00,25.6,31,7.2,23.8,0,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-14T22:00,25.3,32,7.4,23.6,0,0.00,0.00,0.00,939.3,24140.00,0,0,0
2025-05-14T23:00,24.9,33,7.6,23.3,0,0.00,0.00,0.00,939.3,24140.00,0,0,0
2025-05-15T00:00,24.4,37,8.8,23.2,0,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-15T01:00,24.4,41,10.3,23.7,0,0.00,0.00,0.00,940.0,24140.00,0,0,0
2025-05-15T02:00,26.9,41,12.6,27.2,0,0.00,0.00,0.00,940.6,24140.00,0,0,0
2025-05-15T03:00,30.6,33,12.5,31.1,0,0.00,0.00,0.00,941.7,24140.00,0,0,0
2025-05-15T04:00,32.7,27,11.3,32.6,0,0.00,0.00,0.00,942.1,24140.00,0,0,0
2025-05-15T05:00,34.7,24,11.2,35.2,0,0.00,0.00,0.00,942.0,24140.00,0,0,0
2025-05-15T06:00,36.8,21,10.9,37.4,0,0.00,0.00,0.00,941.7,24140.00,0,0,0
2025-05-15T07:00,38.1,18,9.6,38.2,0,0.00,0.00,0.00,941.2,24140.00,0,0,0
2025-05-15T08:00,38.8,17,9.4,38.8,0,0.00,0.00,0.00,940.7,24140.00,0,0,0
2025-05-15T09:00,39.2,16,8.8,38.8,0,0.00,0.00,0.00,940.1,24140.00,0,0,0
2025-05-15T10:00,39.2,16,8.8,38.4,0,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-15T11:00,39.0,16,8.7,37.5,0,0.00,0.00,0.00,939.5,24140.00,0,0,0
2025-05-15T12:00,38.5,15,7.3,36.5,0,0.00,0.00,0.00,939.3,24140.00,0,0,0
2025-05-15T13:00,37.7,15,6.6,35.9,0,0.00,0.00,0.00,939.0,24140.00,0,0,0
2025-05-15T14:00,35.7,21,10.0,35.4,0,0.00,0.00,0.00,939.0,24140.00,0,0,0
2025-05-15T15:00,34.4,25,11.6,34.7,0,0.00,0.00,0.00,939.1,24140.00,0,0,0
2025-05-15T16:00,32.3,23,8.5,31.0,0,0.00,0.00,0.00,939.5,24140.00,0,0,0
2025-05-15T17:00,28.9,31,10.1,27.8,0,0.00,0.00,0.00,939.3,24140.00,0,0,0
2025-05-15T18:00,28.5,30,9.3,27.1,0,0.00,0.00,0.00,939.1,24140.00,0,0,0
2025-05-15T19:00,28.0,31,9.3,26.6,0,0.00,0.00,0.00,938.6,24140.00,0,0,0
2025-05-15T20:00,27.3,33,9.6,26.1,0,0.00,0.00,0.00,938.2,24140.00,0,0,0
2025-05-15T21:00,26.8,34,9.7,25.7,0,0.00,0.00,0.00,937.9,24140.00,0,0,0
2025-05-15T22:00,26.5,36,10.2,25.6,0,0.00,0.00,0.00,937.9,24140.00,0,0,0
2025-05-15T23:00,26.1,37,10.3,25.3,0,0.00,0.00,0.00,938.0,24140.00,0,0,0
2025-05-16T00:00,25.6,38,10.2,24.9,0,0.00,0.00,0.00,938.2,24140.00,0,0,0
2025-05-16T01:00,25.7,39,10.7,25.1,0,0.00,0.00,0.00,938.8,24140.00,0,0,0
2025-05-16T02:00,28.5,37,12.4,28.6,0,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-16T03:00,32.3,28,11.5,32.4,0,0.00,0.00,0.00,940.6,24140.00,0,0,0
2025-05-16T04:00,34.8,22,10.0,34.8,0,0.00,0.00,0.00,941.1,24140.00,0,0,0
2025-05-16T05:00,36.6,19,9.3,37.0,0,0.00,0.00,0.00,941.4,24140.00,0,0,0
2025-05-16T06:00,38.1,17,8.8,38.5,0,0.00,0.00,0.00,941.4,24140.00,0,0,0
2025-05-16T07:00,39.2,16,8.8,39.8,0,0.00,0.00,0.00,940.9,24140.00,0,0,0
2025-05-16T08:00,40.2,14,7.6,40.5,0,0.00,0.00,0.00,940.4,24140.00,0,0,0
2025-05-16T09:00,40.7,12,5.8,40.1,0,0.00,0.00,0.00,939.7,24140.00,0,0,0
2025-05-16T10:00,40.9,11,4.7,39.5,0,0.00,0.00,0.00,939.2,24140.00,0,0,0
2025-05-16T11:00,40.8,10,3.2,38.4,0,0.00,0.00,0.00,938.7,24140.00,0,0,0
2025-05-16T12:00,40.2,10,2.8,37.5,0,0.00,0.00,0.00,938.4,24140.00,0,0,0
2025-05-16T13:00,38.8,12,4.3,36.9,0,0.00,0.00,0.00,938.3,24140.00,0,0,0
2025-05-16T14:00,36.8,15,6.0,35.5,0,0.00,0.00,0.00,938.3,24140.00,0,0,0
2025-05-16T15:00,34.8,18,7.0,33.2,0,0.00,0.00,0.00,938.4,24140.00,0,0,0
2025-05-16T16:00,32.6,22,8.2,31.3,0,0.00,0.00,0.00,938.4,24140.00,0,0,0
2025-05-16T17:00,30.4,26,8.7,29.1,0,0.00,0.00,0.00,938.4,24140.00,0,0,0
2025-05-16T18:00,28.7,29,8.9,27.3,0,0.00,0.00,0.00,938.3,24140.00,0,0,0
2025-05-16T19:00,27.9,30,8.7,26.4,0,0.00,0.00,0.00,938.0,24140.00,0,0,0
2025-05-16T20:00,27.6,29,8.0,26.0,0,0.00,0.00,0.00,937.6,24140.00,0,0,0
2025-05-16T21:00,27.3,29,7.7,25.6,0,0.00,0.00,0.00,937.4,24140.00,0,0,0
2025-05-16T22:00,26.4,30,7.4,24.7,0,0.00,0.00,0.00,937.4,24140.00,0,0,0
2025-05-16T23:00,25.4,32,7.5,23.8,0,0.00,0.00,0.00,937.5,24140.00,0,0,0
2025-05-17T00:00,25.4,32,7.5,23.9,0,0.00,0.00,0.00,937.9,24140.00,0,0,0
2025-05-17T01:00,27.2,30,8.2,25.8,0,0.00,0.00,0.00,938.7,24140.00,0,0,0
2025-05-17T02:00,30.1,27,9.0,28.8,0,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-17T03:00,32.8,24,9.6,31.6,0,0.00,0.00,0.00,940.4,24140.00,0,0,0
2025-05-17T04:00,35.1,21,9.5,34.1,0,0.00,0.00,0.00,940.9,24140.00,0,0,0
2025-05-17T05:00,37.2,18,9.0,37.0,0,0.00,0.00,0.00,941.2,24140.00,0,0,0
2025-05-17T06:00,39.0,15,7.7,38.9,0,0.00,0.00,0.00,941.2,24140.00,0,0,0
2025-05-17T07:00,40.2,14,7.6,40.4,0,0.00,0.00,0.00,940.7,24140.00,0,0,0
2025-05-17T08:00,41.0,13,7.1,41.1,0,0.00,0.00,0.00,940.0,24140.00,0,0,0
2025-05-17T09:00,41.4,13,7.5,41.3,0,0.00,0.00,0.00,939.2,24140.00,0,0,0
2025-05-17T10:00,41.7,12,6.5,40.7,0,0.00,0.00,0.00,938.6,24140.00,0,0,0
2025-05-17T11:00,41.6,12,6.5,39.8,0,0.00,0.00,0.00,938.0,24140.00,0,0,0
2025-05-17T12:00,41.0,12,6.0,38.6,0,0.00,0.00,0.00,937.6,24140.00,0,0,0
2025-05-17T13:00,39.3,15,7.9,37.9,0,0.00,0.00,0.00,937.5,24140.00,0,0,0
2025-05-17T14:00,37.1,18,8.8,36.3,0,0.00,0.00,0.00,937.4,24140.00,0,0,0
2025-05-17T15:00,35.0,21,9.5,34.2,0,0.00,0.00,0.00,937.5,24140.00,0,0,0
2025-05-17T16:00,33.4,22,8.8,32.2,0,0.00,0.00,0.00,937.6,24140.00,0,0,0
2025-05-17T17:00,32.0,22,7.6,30.3,0,0.00,0.00,0.00,937.8,24140.00,0,0,0
2025-05-17T18:00,30.8,22,6.6,28.8,0,0.00,0.00,0.00,937.8,24140.00,0,0,0
2025-05-17T19:00,29.8,23,6.5,27.8,0,0.00,0.00,0.00,937.6,24140.00,0,0,0
2025-05-17T20:00,29.1,25,7.1,27.3,0,0.00,0.00,0.00,937.3,24140.00,0,0,0
2025-05-17T21:00,28.5,26,7.2,26.8,0,0.00,0.00,0.00,937.1,24140.00,0,0,0
2025-05-17T22:00,27.7,27,7.0,25.9,0,0.00,0.00,0.00,937.1,24140.00,0,0,0
2025-05-17T23:00,27.1,28,7.0,25.1,0,0.00,0.00,0.00,937.1,24140.00,0,0,0
2025-05-18T00:00,27.2,28,7.1,25.4,0,0.00,0.00,0.00,937.5,24140.00,0,0,0
2025-05-18T01:00,28.8,26,7.4,27.4,0,0.00,0.00,0.00,938.3,24140.00,0,0,0
2025-05-18T02:00,31.2,24,8.3,30.3,0,0.00,0.00,0.00,939.5,24140.00,0,0,0
2025-05-18T03:00,33.6,21,8.3,32.4,0,0.00,0.00,0.00,940.2,24140.00,0,0,0
2025-05-18T04:00,35.9,19,8.7,34.3,0,0.00,0.00,0.00,940.5,24140.00,0,0,0
2025-05-18T05:00,38.1,17,8.8,37.1,0,0.00,0.00,0.00,940.5,24140.00,0,0,0
2025-05-18T06:00,39.7,15,8.2,38.8,0,0.00,0.00,0.00,940.5,24140.00,0,0,0
2025-05-18T07:00,41.2,14,8.4,41.3,0,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-18T08:00,42.1,13,8.0,42.1,0,0.00,0.00,0.00,938.8,24140.00,0,0,0
2025-05-18T09:00,42.5,12,7.2,42.0,0,0.00,0.00,0.00,938.0,24140.00,0,0,0
2025-05-18T10:00,42.7,11,6.0,41.3,0,0.00,0.00,0.00,937.2,24140.00,33,0,0
2025-05-18T11:00,42.4,11,5.8,40.1,0,0.00,0.00,0.00,936.5,24140.00,67,0,0
2025-05-18T12:00,41.7,12,6.6,39.2,0,0.00,0.00,0.00,936.0,24140.00,100,0,0
2025-05-18T13:00,40.3,14,7.7,38.8,1,0.10,0.00,0.10,936.0,24140.00,100,22,0
2025-05-18T14:00,38.3,18,9.8,37.8,2,0.10,0.00,0.10,936.3,24140.00,100,44,0
2025-05-18T15:00,36.5,21,10.7,35.6,3,0.10,0.00,0.10,936.5,24140.00,100,66,0
2025-05-18T16:00,35.1,23,10.9,34.3,4,0.00,0.00,0.00,936.6,24140.00,100,56,0
2025-05-18T17:00,33.9,25,11.1,33.3,5,0.00,0.00,0.00,936.6,24140.00,100,47,0
2025-05-18T18:00,32.9,26,10.9,32.1,7,0.00,0.00,0.00,936.6,24140.00,100,37,0
2025-05-18T19:00,32.3,27,10.9,31.3,8,0.00,0.00,0.00,936.7,24140.00,100,39,0
2025-05-18T20:00,31.8,28,11.1,30.6,9,0.00,0.00,0.00,936.8,24140.00,100,42,0
2025-05-18T21:00,31.4,29,11.3,29.8,11,0.00,0.00,0.00,936.8,24140.00,100,44,0
2025-05-18T22:00,30.8,31,11.7,29.2,12,0.00,0.00,0.00,936.8,24140.00,100,51,0
2025-05-18T23:00,30.1,32,11.6,28.6,12,0.00,0.00,0.00,936.7,24140.00,100,58,0
2025-05-19T00:00,30.0,33,12.0,28.7,13,0.00,0.00,0.00,936.9,24140.00,100,65,0
2025-05-19T01:00,30.5,33,12.4,29.3,13,0.00,0.00,0.00,937.3,24140.00,84,65,0
2025-05-19T02:00,31.5,32,12.8,30.5,13,0.00,0.00,0.00,937.8,24140.00,68,66,0
2025-05-19T03:00,32.7,30,12.9,31.8,13,0.00,0.00,0.00,938.3,24140.00,52,66,0
2025-05-19T04:00,34.5,27,12.8,34.1,13,0.00,0.00,0.00,938.5,24140.00,68,51,0
2025-05-19T05:00,36.6,24,12.8,37.3,13,0.00,0.00,0.00,938.6,24140.00,84,35,0
2025-05-19T06:00,38.1,21,12.0,39.9,13,0.00,0.00,0.00,938.7,24140.00,100,20,0
2025-05-19T07:00,38.6,20,11.7,40.2,12,0.10,0.00,0.10,938.5,24140.00,67,19,0
2025-05-19T08:00,38.6,21,12.4,38.9,12,0.10,0.00,0.10,938.2,24140.00,33,19,0
2025-05-19T09:00,38.4,21,12.3,37.5,11,0.10,0.00,0.10,937.8,24140.00,0,18,0
2025-05-19T10:00,38.2,21,12.1,37.1,11,0.00,0.00,0.00,937.3,24140.00,0,17,0
2025-05-19T11:00,37.8,21,11.8,36.4,10,0.00,0.00,0.00,936.7,24140.00,0,17,0
2025-05-19T12:00,37.0,22,11.8,35.5,10,0.00,0.00,0.00,936.3,24140.00,0,16,0
2025-05-19T13:00,35.6,24,11.9,34.3,10,0.00,0.00,0.00,936.1,24140.00,0,11,0
2025-05-19T14:00,33.8,27,12.2,32.9,9,0.00,0.00,0.00,935.9,24140.00,0,5,0
2025-05-19T15:00,32.2,29,11.9,31.4,8,0.00,0.00,0.00,936.0,24140.00,0,0,0
2025-05-19T16:00,31.0,30,11.4,30.2,8,0.00,0.00,0.00,936.2,24140.00,0,0,0
2025-05-19T17:00,30.1,31,11.1,29.2,7,0.00,0.00,0.00,936.4,24140.00,0,0,0
2025-05-19T18:00,29.4,32,11.0,28.5,7,0.00,0.00,0.00,936.7,24140.00,0,0,0
2025-05-19T19:00,28.8,32,10.5,27.9,6,0.00,0.00,0.00,936.6,24140.00,0,1,0
2025-05-19T20:00,28.5,32,10.2,27.6,5,0.00,0.00,0.00,936.5,24140.00,0,2,0
2025-05-19T21:00,28.0,32,9.8,27.1,5,0.00,0.00,0.00,936.4,24140.00,0,3,0
2025-05-19T22:00,27.0,35,10.2,26.3,4,0.00,0.00,0.00,936.5,24140.00,0,2,0
2025-05-19T23:00,25.9,39,10.9,25.4,3,0.00,0.00,0.00,936.7,24140.00,0,1,0
2025-05-20T00:00,25.7,40,11.1,25.4,3,0.00,0.00,0.00,937.1,24140.00,0,0,0
2025-05-20T01:00,27.3,37,11.3,27.1,3,0.00,0.00,0.00,937.9,24140.00,0,0,0
2025-05-20T02:00,29.7,32,11.3,29.5,2,0.00,0.00,0.00,938.8,24140.00,0,0,0
2025-05-20T03:00,32.2,27,10.8,31.9,2,0.00,0.00,0.00,939.5,24140.00,0,0,0
2025-05-20T04:00,34.3,24,10.8,34.6,2,0.00,0.00,0.00,939.7,24140.00,0,0,0
2025-05-20T05:00,36.3,22,11.2,37.1,1,0.00,0.00,0.00,939.8,24140.00,0,0,0
2025-05-20T06:00,38.0,20,11.2,38.9,1,0.00,0.00,0.00,939.6,24140.00,0,0,0
2025-05-20T07:00,39.3,18,10.6,40.1,1,0.00,0.00,0.00,939.1,24140.00,0,0,0
2025-05-20T08:00,40.2,17,10.5,41.0,1,0.00,0.00,0.00,938.4,24140.00,0,0,0
2025-05-20T09:00,40.9,15,9.2,40.9,0,0.00,0.00,0.00,937.8,24140.00,0,0,0
2025-05-20T10:00,41.1,13,7.3,39.9,0,0.00,0.00,0.00,937.2,24140.00,0,0,0
2025-05-20T11:00,41.1,10,3.4,38.3,0,0.00,0.00,0.00,936.5,24140.00,0,0,0
2025-05-20T12:00,41.0,8,0.2,37.0,0,0.00,0.00,0.00,936.0,24140.00,0,0,0
2025-05-20T13:00,37.4,22,12.1,36.6,0,0.00,0.00,0.00,934.2,24140.00,0,0,0
2025-05-20T14:00,36.4,23,11.9,35.5,0,0.00,0.00,0.00,934.5,24140.00,0,0,0
2025-05-20T15:00,35.4,24,11.8,34.6,0,0.00,0.00,0.00,934.8,24140.00,0,0,0
2025-05-20T16:00,34.5,26,12.3,34.4,0,0.00,0.00,0.00,934.9,24140.00,0,0,0
2025-05-20T17:00,33.7,27,12.1,33.7,0,0.00,0.00,0.00,935.0,24140.00,0,0,0
2025-05-20T18:00,33.0,29,12.6,32.8,0,0.00,0.00,0.00,935.0,24140.00,0,0,0
2025-05-20T19:00,32.5,30,12.7,32.1,3,0.00,0.00,0.00,934.9,24140.00,0,0,0
2025-05-20T20:00,32.1,30,12.3,31.4,7,0.00,0.00,0.00,934.6,24140.00,0,0,0
2025-05-20T21:00,31.7,31,12.5,31.0,10,0.00,0.00,0.00,934.5,24140.00,0,0,0
2025-05-20T22:00,31.0,32,12.4,30.1,11,0.00,0.00,0.00,934.6,24140.00,0,0,0
2025-05-20T23:00,30.2,33,12.2,29.3,11,0.00,0.00,0.00,934.9,24140.00,0,0,0
2025-05-21T00:00,30.1,34,12.5,29.2,10,0.00,0.00,0.00,935.3,24140.00,0,0,0
2025-05-21T01:00,30.8,34,13.2,30.0,9,0.00,0.00,0.00,936.1,24140.00,0,0,0
2025-05-21T02:00,32.2,34,14.4,31.5,7,0.00,0.00,0.00,937.0,24140.00,0,0,0
2025-05-21T03:00,33.6,33,15.1,33.0,6,0.00,0.00,0.00,937.8,24140.00,0,0,0
2025-05-21T04:00,35.0,31,15.4,34.6,5,0.00,0.00,0.00,938.2,24140.00,0,0,0
2025-05-21T05:00,36.5,28,15.1,37.0,4,0.00,0.00,0.00,938.3,24140.00,0,0,0
2025-05-21T06:00,37.8,25,14.4,38.9,3,0.00,0.00,0.00,938.1,24140.00,0,0,0
2025-05-21T07:00,38.8,23,13.9,40.1,2,0.00,0.00,0.00,937.6,24140.00,0,0,0
2025-05-21T08:00,39.6,22,13.9,41.0,1,0.00,0.00,0.00,936.8,24140.00,0,0,0
2025-05-21T09:00,40.2,21,13.7,41.3,0,0.00,0.00,0.00,936.1,24140.00,0,0,0
2025-05-21T10:00,40.8,19,12.7,40.9,0,0.00,0.00,0.00,935.7,24140.00,0,0,0
2025-05-21T11:00,41.1,18,12.1,40.3,0,0.00,0.00,0.00,935.3,24140.00,0,0,0
2025-05-21T12:00,40.6,19,12.5,39.6,0,0.00,0.00,0.00,935.0,24140.00,0,0,0
2025-05-21T13:00,38.2,24,14.1,38.8,1,0.00,0.00,0.00,934.7,24140.00,12,0,0
2025-05-21T14:00,34.9,31,15.3,34.5,2,0.00,0.00,0.00,934.6,24140.00,23,0,0
2025-05-21T15:00,32.5,36,15.5,30.9,3,0.00,0.00,0.00,934.6,24140.00,35,0,0
2025-05-21T16:00,32.0,37,15.5,30.7,3,0.00,0.00,0.00,934.8,24140.00,57,0,0
2025-05-21T17:00,32.5,36,15.5,32.0,3,0.00,0.00,0.00,935.1,24140.00,78,0,0
2025-05-21T18:00,32.9,35,15.4,33.0,3,0.00,0.00,0.00,935.4,24140.00,100,0,0
2025-05-21T19:00,32.6,35,15.2,32.9,4,0.00,0.00,0.00,935.3,24140.00,98,0,0
2025-05-21T20:00,32.2,35,14.8,32.5,5,0.00,0.00,0.00,935.1,24140.00,95,0,0
2025-05-21T21:00,31.8,35,14.4,32.0,6,0.00,0.00,0.00,934.9,24140.00,93,0,0
2025-05-21T22:00,31.2,35,13.9,31.2,9,0.00,0.00,0.00,935.0,24140.00,95,15,0
2025-05-21T23:00,30.6,34,13.0,30.2,12,0.00,0.00,0.00,935.1,24140.00,98,30,0
2025-05-22T00:00,30.6,33,12.5,29.8,13,0.00,0.00,0.00,935.5,24140.00,100,45,0
2025-05-22T01:00,31.7,31,12.5,30.7,11,0.00,0.00,0.00,936.1,24140.00,99,40,0
2025-05-22T02:00,33.5,27,11.9,32.2,6,0.00,0.00,0.00,936.8,24140.00,98,36,0
2025-05-22T03:00,35.1,25,12.1,33.7,3,0.00,0.00,0.00,937.4,24140.00,97,31,0
2025-05-22T04:00,36.3,24,12.5,35.0,2,0.00,0.00,0.00,937.7,24140.00,80,21,0
2025-05-22T05:00,37.4,24,13.4,37.0,3,0.00,0.00,0.00,938.0,24140.00,64,10,0
2025-05-22T06:00,38.4,24,14.3,39.0,3,0.00,0.00,0.00,937.9,24140.00,47,0,0
2025-05-22T07:00,39.4,23,14.4,40.5,2,0.00,0.00,0.00,937.5,24140.00,52,0,0
2025-05-22T08:00,40.3,21,13.8,41.4,1,0.00,0.00,0.00,936.9,24140.00,58,0,0
2025-05-22T09:00,40.9,19,12.7,41.6,0,0.00,0.00,0.00,936.3,24140.00,63,0,0
2025-05-22T10:00,41.2,18,12.2,41.5,0,0.00,0.00,0.00,935.5,24140.00,50,0,0
2025-05-22T11:00,41.2,17,11.3,40.7,0,0.00,0.00,0.00,934.7,24140.00,37,0,0
2025-05-22T12:00,40.9,17,11.0,40.0,0,0.00,0.00,0.00,934.1,24140.00,24,0,0
2025-05-22T13:00,40.1,18,11.3,40.0,0,0.00,0.00,0.00,934.1,24140.00,32,0,0
2025-05-22T14:00,38.9,20,11.9,38.8,0,0.00,0.00,0.00,934.3,24140.00,41,0,0
2025-05-22T15:00,37.7,22,12.4,36.9,0,0.00,0.00,0.00,934.6,24140.00,49,0,0
2025-05-22T16:00,36.3,26,13.8,35.7,2,0.00,0.00,0.00,934.9,24140.00,66,0,0
2025-05-22T17:00,34.9,30,14.8,34.5,4,0.00,0.00,0.00,935.4,24140.00,83,0,0
2025-05-22T18:00,33.8,33,15.3,33.4,6,0.00,0.00,0.00,935.6,24140.00,100,0,0
2025-05-22T19:00,33.1,34,15.1,32.6,8,0.00,0.00,0.00,935.3,24140.00,100,0,0
2025-05-22T20:00,32.6,35,15.2,32.4,10,0.00,0.00,0.00,934.9,24140.00,100,0,0
2025-05-22T21:00,32.2,35,14.8,31.9,10,0.00,0.00,0.00,934.7,24140.00,100,0,0
2025-05-22T22:00,31.5,36,14.7,31.4,8,0.00,0.00,0.00,934.9,24140.00,68,0,0
2025-05-22T23:00,30.9,38,14.9,31.0,5,0.00,0.00,0.00,935.2,24140.00,35,0,0
2025-05-23T00:00,30.8,38,14.8,30.9,3,0.00,0.00,0.00,935.6,24140.00,3,0,0
2025-05-23T01:00,31.5,37,15.0,31.3,2,0.00,0.00,0.00,936.2,24140.00,3,0,0
2025-05-23T02:00,32.7,34,14.8,31.9,3,0.00,0.00,0.00,937.0,24140.00,2,0,0
2025-05-23T03:00,34.1,32,15.1,33.1,7,0.00,0.00,0.00,937.5,24140.00,2,0,0
2025-05-23T04:00,35.4,30,15.2,34.6,6,0.00,0.00,0.00,937.8,24140.00,1,0,0
2025-05-23T05:00,36.9,27,14.8,37.2,4,0.00,0.00,0.00,937.9,24140.00,1,0,0
2025-05-23T06:00,38.2,25,14.7,39.5,3,0.00,0.00,0.00,937.6,24140.00,0,0,0
2025-05-23T07:00,39.4,23,14.4,41.0,2,0.00,0.00,0.00,937.1,24140.00,0,0,0
2025-05-23T08:00,40.4,21,13.9,41.8,1,0.00,0.00,0.00,936.4,24140.00,0,0,0
2025-05-23T09:00,41.2,19,13.0,42.0,0,0.00,0.00,0.00,935.7,24140.00,0,0,0
2025-05-23T10:00,41.5,18,12.4,41.9,0,0.00,0.00,0.00,934.9,24140.00,0,0,0
2025-05-23T11:00,41.5,18,12.4,41.4,0,0.00,0.00,0.00,934.0,24140.00,0,0,0
2025-05-23T12:00,41.2,18,12.2,40.5,0,0.00,0.00,0.00,933.6,24140.00,0,0,0
2025-05-23T13:00,40.4,19,12.3,39.8,2,0.00,0.00,0.00,933.7,24140.00,0,0,0
2025-05-23T14:00,39.2,20,12.1,38.4,5,0.00,0.00,0.00,934.1,24140.00,0,0,0
2025-05-23T15:00,38.1,21,12.0,37.1,8,0.00,0.00,0.00,934.4,24140.00,0,0,0
2025-05-23T16:00,37.1,23,12.6,36.6,11,0.00,0.00,0.00,934.5,24140.00,0,1,0
2025-05-23T17:00,36.3,25,13.1,36.0,14,0.00,0.00,0.00,934.7,24140.00,0,1,0
2025-05-23T18:00,35.5,27,13.6,35.2,16,0.00,0.00,0.00,934.7,24140.00,0,2,0
2025-05-23T19:00,34.8,29,14.1,34.6,17,0.00,0.00,0.00,934.6,24140.00,0,1,0
2025-05-23T20:00,34.2,30,14.2,33.9,18,0.00,0.00,0.00,934.5,24140.00,0,1,0
2025-05-23T21:00,33.7,31,14.2,33.3,18,0.00,0.00,0.00,934.6,24140.00,0,0,0
2025-05-23T22:00,33.1,32,14.2,32.7,18,0.00,0.00,0.00,934.9,24140.00,0,0,0
2025-05-23T23:00,32.7,32,13.9,32.2,17,0.00,0.00,0.00,935.3,24140.00,0,0,0
2025-05-24T00:00,32.9,32,14.0,32.4,16,0.00,0.00,0.00,935.8,24140.00,0,0,0
2025-05-24T01:00,33.9,31,14.4,33.4,14,0.00,0.00,0.00,936.4,24140.00,0,0,0
2025-05-24T02:00,35.6,28,14.3,34.8,12,0.00,0.00,0.00,937.0,24140.00,0,0,0
2025-05-24T03:00,37.2,26,14.5,36.4,10,0.00,0.00,0.00,937.4,24140.00,0,0,0
2025-05-24T04:00,38.6,23,13.8,37.9,8,0.00,0.00,0.00,937.4,24140.00,0,0,0
2025-05-24T05:00,40.0,20,12.8,40.2,5,0.00,0.00,0.00,937.2,24140.00,0,0,0
2025-05-24T06:00,41.2,18,12.2,42.0,3,0.00,0.00,0.00,936.8,24140.00,0,0,0
2025-05-24T07:00,42.1,16,11.1,43.2,2,0.00,0.00,0.00,936.1,24140.00,0,0,0
2025-05-24T08:00,42.9,15,10.8,44.0,1,0.00,0.00,0.00,935.3,24140.00,0,0,0
2025-05-24T09:00,43.5,14,10.2,44.3,0,0.00,0.00,0.00,934.5,24140.00,0,0,0
2025-05-24T10:00,44.0,13,9.5,43.9,0,0.00,0.00,0.00,933.8,24140.00,0,0,0
2025-05-24T11:00,44.4,13,9.8,43.3,0,0.00,0.00,0.00,933.1,24140.00,0,0,0
2025-05-24T12:00,44.3,13,9.7,42.3,0,0.00,0.00,0.00,932.7,24140.00,0,0,0
2025-05-24T13:00,43.2,13,8.9,41.2,0,0.00,0.00,0.00,932.6,24140.00,0,0,0
2025-05-24T14:00,41.5,13,7.6,39.4,1,0.00,0.00,0.00,932.8,24140.00,0,0,0
2025-05-24T15:00,40.1,13,6.4,37.8,2,0.00,0.00,0.00,932.9,24140.00,0,0,0
2025-05-24T16:00,39.1,13,5.7,36.9,3,0.00,0.00,0.00,933.0,24140.00,0,0,0
2025-05-24T17:00,38.3,13,5.0,36.1,4,0.00,0.00,0.00,933.1,24140.00,0,0,0
2025-05-24T18:00,37.6,13,4.5,35.3,6,0.00,0.00,0.00,933.0,24140.00,0,0,0
2025-05-24T19:00,36.9,13,4.0,35.0,8,0.00,0.00,0.00,932.9,24140.00,0,0,0
2025-05-24T20:00,36.4,14,4.7,35.0,10,0.00,0.00,0.00,932.7,24140.00,0,0,0
2025-05-24T21:00,35.9,15,5.2,34.3,12,0.00,0.00,0.00,932.7,24140.00,0,0,0
2025-05-24T22:00,35.1,16,5.5,33.8,14,0.00,0.00,0.00,932.8,24140.00,0,0,0
2025-05-24T23:00,34.3,17,5.8,32.4,15,0.00,0.00,0.00,933.0,24140.00,0,0,0
2025-05-25T00:00,34.2,18,6.5,32.0,16,0.00,0.00,0.00,933.3,24140.00,0,0,0
2025-05-25T01:00,35.2,18,7.3,33.2,15,0.00,0.00,0.00,933.9,24140.00,0,0,0
2025-05-25T02:00,36.8,18,8.6,35.3,14,0.00,0.00,0.00,934.6,24140.00,0,0,0
2025-05-25T03:00,38.5,18,10.0,37.2,12,0.00,0.00,0.00,935.1,24140.00,0,0,0
2025-05-25T04:00,39.9,17,10.3,38.8,10,0.00,0.00,0.00,935.2,24140.00,0,0,0
2025-05-25T05:00,41.3,16,10.5,41.3,8,0.00,0.00,0.00,935.0,24140.00,0,0,0
2025-05-25T06:00,42.7,15,10.6,43.4,6,0.00,0.00,0.00,934.6,24140.00,0,0,0
2025-05-25T07:00,44.1,14,10.7,45.0,4,0.00,0.00,0.00,934.1,24140.00,0,0,0
